Nome,Classe,CNPJ,Pais Sede,Ativo /|Cancelado,ID da|empresa,Setor NAICS|ult disponiv,Setor|Economática,Tipo de Ativo,Bolsa,Código,ISIN,Meses|Dez 2011|no exercício|consolid:sim*,Ativo Tot|Dez 2011|em moeda orig|consolid:sim*,Patrim Liq|Dez 2011|em moeda orig|consolid:sim*,Receita|Dez 2011|em moeda orig|no exercício|consolid:sim*,Lucro Bruto|Dez 2011|em moeda orig|no exercício|consolid:sim*,Lucro Liq|Dez 2011|em moeda orig|no exercício|consolid:sim*,Moeda dos|Balanços,Qtd Ações|Outstanding|da classe|31Dez11,LPA|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,VPA|Dez 2011|em moeda orig|consolid:sim*|ajust p/ prov,Vendas/Acao|Dez 2011|em moeda orig|de 12 meses|consolid:sim*|ajust p/ prov,Divid por Ação|31Dez11|1 anos|em moeda orig,Div Yld (fim)|31Dez11|no Ano|em moeda orig,Div Yld (inic)|31Dez11|1 anos|em moeda orig,PrinAcion|31/12/2011|1.Maior|Sem Voto,AcPossuid|31/12/2011|1.Maior|Sem Voto,PrinAcion|31/12/2011|2.Maior|Sem Voto,AcPossuid|31/12/2011|2.Maior|Sem Voto,PrinAcion|31/12/2011|3.Maior|Sem Voto,AcPossuid|31/12/2011|3.Maior|Sem Voto,PrinAcion|31/12/2011|4.Maior|Sem Voto,AcPossuid|31/12/2011|4.Maior|Sem Voto,PrinAcion|31/12/2011|5.Maior|Sem Voto,AcPossuid|31/12/2011|5.Maior|Sem Voto,PrinAcion|31/12/2011|6.Maior|Sem Voto,AcPossuid|31/12/2011|6.Maior|Sem Voto,PrinAcion|31/12/2011|7.Maior|Sem Voto,AcPossuid|31/12/2011|7.Maior|Sem Voto,PrinAcion|31/12/2011|8.Maior|Sem Voto,AcPossuid|31/12/2011|8.Maior|Sem Voto,PrinAcion|31/12/2011|9.Maior|Sem Voto,AcPossuid|31/12/2011|9.Maior|Sem Voto,PrinAcion|31/12/2011|10.Maior|Sem Voto,AcPossuid|31/12/2011|10.Maior|Sem Voto,PrinAcion|31/12/2011|1.Maior|Com Voto,AcPossuid|31/12/2011|1.Maior|Com Voto,PrinAcion|31/12/2011|2.Maior|Com Voto,AcPossuid|31/12/2011|2.Maior|Com Voto,PrinAcion|31/12/2011|3.Maior|Com Voto,AcPossuid|31/12/2011|3.Maior|Com Voto,PrinAcion|31/12/2011|4.Maior|Com Voto,AcPossuid|31/12/2011|4.Maior|Com Voto,PrinAcion|31/12/2011|5.Maior|Com Voto,AcPossuid|31/12/2011|5.Maior|Com Voto,PrinAcion|31/12/2011|6.Maior|Com Voto,AcPossuid|31/12/2011|6.Maior|Com Voto,PrinAcion|31/12/2011|7.Maior|Com Voto,AcPossuid|31/12/2011|7.Maior|Com Voto,PrinAcion|31/12/2011|8.Maior|Com Voto,AcPossuid|31/12/2011|8.Maior|Com Voto,PrinAcion|31/12/2011|9.Maior|Com Voto,AcPossuid|31/12/2011|9.Maior|Com Voto,PrinAcion|31/12/2011|10.Maior|Com Voto,AcPossuid|31/12/2011|10.Maior|Com Voto
Aco Altona,ON,82643537000134,BR,ativo,538,Transformação de aço em produtos de aço,Siderur & Metalur,Ação,Bovespa,EALT3,BREALTACNOR4,12,238009000,55440000,172191000,45965000,8698000,Real,975000,3.8657777778,24.64,76.529333333,0,-,-,Espolio Bernardo Wolfgang Werner,443564,Arbela FIA,192600,Orbe Value Master FIA,180400,Alcantaro Correa,170034,Werner S/A Agricultura e Comercio,9699,Carmen Vetter Werner,2,-,-,-,-,-,-,-,-,Werner S/A Agricultura e Comercio,821442,Espolio Bernardo Wolfgang Werner,86407,Carmen Vetter Werner,23491,Alcantaro Correa,3011,-,0,-,0,-,-,-,-,-,-,-,-
Aco Altona,PN,82643537000134,BR,ativo,538,Transformação de aço em produtos de aço,Siderur & Metalur,Ação,Bovespa,EALT4,BREALTACNPR1,12,238009000,55440000,172191000,45965000,8698000,Real,1275000,3.8657777778,24.64,76.529333333,0,0.0,0.0,Espolio Bernardo Wolfgang Werner,443564,Arbela FIA,192600,Orbe Value Master FIA,180400,Alcantaro Correa,170034,Werner S/A Agricultura e Comercio,9699,Carmen Vetter Werner,2,-,-,-,-,-,-,-,-,Werner S/A Agricultura e Comercio,821442,Espolio Bernardo Wolfgang Werner,86407,Carmen Vetter Werner,23491,Alcantaro Correa,3011,-,0,-,0,-,-,-,-,-,-,-,-
Acos Vill,ON,-,BR,cancelado,10,Transformação de aço em produtos de aço,Siderur & Metalur,Ação,Bovespa,AVIL3,-,-,-,-,-,-,-,Real,4939582000,-,-,-,0,-,0.0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gerdau S.A.,2889471393,Metalurgica Gerdau S/A,1427990051,Acoes em Tesouraria,4725198,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Acos Vill,PN,-,BR,cancelado,10,Transformação de aço em produtos de aço,Siderur & Metalur,Ação,Bovespa,AVIL4,-,-,-,-,-,-,-,Real,0,-,-,-,0,-,-,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Gerdau S.A.,2889471393,Metalurgica Gerdau S/A,1427990051,Acoes em Tesouraria,4725198,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AES Elpa,ON,1917705000130,BR,ativo,1931,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,AELP3,BRAELPACNOR2,12,11538858000,2031318000,9835578000,2342379000,436885000,Real,95061000,4.5958384616,21.368573863,103.46596396,5.064224359,11.1,11.0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Companhia Brasiliana de Energia,93404099,Bndespar - BNDES Participacoes SA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AES Sul,ON,2016440000162,BR,cancelado,1652,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,AESL3,-,12,2650883000,825007000,2027923000,374985000,246289000,Real,213433,884.39509773,2962.5039949,7282.0351691,0,-,-,AES Guaiba II Empreendimentos Ltda,65050,Acoes em Tesouraria,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AES Guaiba II Empreendimentos Ltda,213414,Acoes em Tesouraria,810,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AES Sul,PN,2016440000162,BR,cancelado,1652,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,AESL4,-,12,2650883000,825007000,2027923000,374985000,246289000,Real,65050,884.39509773,2962.5039949,7282.0351691,0,-,-,AES Guaiba II Empreendimentos Ltda,65050,Acoes em Tesouraria,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AES Guaiba II Empreendimentos Ltda,213414,Acoes em Tesouraria,810,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AES Tiete,ON,2998609000127,BR,ativo,1835,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,GETI3,BRGETIACNOR7,12,4130717000,1954076000,1885956000,1302323000,844864000,Real,197461000,2.2160192838,5.1254049148,4.946730911,2.1860485189,9.2,10.2,Companhia Brasiliana de Energia,59447094,Eletrobras - Centrais Eletricas Brasileiras S.A.,30107688,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Companhia Brasiliana de Energia,140882909,Eletrobras - Centrais Eletricas Brasileiras S.A.,150534,Bndespar - BNDES Participacoes SA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AES Tiete,PN,2998609000127,BR,ativo,1835,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,GETI4,BRGETIACNPR4,12,4130717000,1954076000,1885956000,1302323000,844864000,Real,183792000,2.2160192838,5.1254049148,4.946730911,2.4046533705,8.9,10.0,Companhia Brasiliana de Energia,59447094,Eletrobras - Centrais Eletricas Brasileiras S.A.,30107688,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Companhia Brasiliana de Energia,140882909,Eletrobras - Centrais Eletricas Brasileiras S.A.,150534,Bndespar - BNDES Participacoes SA,1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aetatis Sec,ON,2808481000191,BR,cancelado,1810,Outros fundos,Fundos,Ação,Bovespa,AETA3,-,12,11324000,8183000,1085000,1085000,-4646000,Real,17774000,-0.53088604863,0.46039158321,0.12398006086,0,-,-,-,0,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,Prosperitas I Fdo de Inv. em Partic,6065958,Luciano Lewandowski,1,Jorge Carlos Nunez,1,Celina Maria Vaz Guimaraes,1,-,-,-,-,-,-,-,-,-,-,-,-
Afluente,ON,7620094000140,BR,ativo,2015,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,AFLU3,BRAFLUACNOR9,12,50153000,42350000,20733000,9008000,7535000,Real,10930000,0.40043577616,2.2506244354,1.1018228198,0.33425110201,6.8,-,Neoenergia S/A,6717880,Iberdrola Energia S.A.,1039420,Previ Cx Prev Funcs Bco Brasil,99440,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Neoenergia S/A,9812209,Iberdrola Energia S.A.,559791,Previ Cx Prev Funcs Bco Brasil,331780,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Afluente,PNA,7620094000140,BR,ativo,2015,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,AFLU5,BRAFLUACNPA2,12,50153000,42350000,20733000,9008000,7535000,Real,1955685,0.40043577616,2.2506244354,1.1018228198,0.33425110201,-,-,Neoenergia S/A,6717880,Iberdrola Energia S.A.,1039420,Previ Cx Prev Funcs Bco Brasil,99440,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Neoenergia S/A,9812209,Iberdrola Energia S.A.,559791,Previ Cx Prev Funcs Bco Brasil,331780,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Afluente,PNB,7620094000140,BR,ativo,2015,"Geração, transmissão e distribuição de energia elétrica",Energia Elétrica,Ação,Bovespa,AFLU6,BRAFLUACNPB0,12,50153000,42350000,20733000,9008000,7535000,Real,5931315,0.40043577616,2.2506244354,1.1018228198,0.36767621223,-,-,Neoenergia S/A,6717880,Iberdrola Energia S.A.,1039420,Previ Cx Prev Funcs Bco Brasil,99440,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Neoenergia S/A,9812209,Iberdrola Energia S.A.,559791,Previ Cx Prev Funcs Bco Brasil,331780,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Afluente T,ON,10338320000100,BR,ativo,2217,"Empresa de eletricidade, gas e agua",Energia Elétrica,Ação,Bovespa,AFLT3,BRAFLTACNOR1,12,92604000,81257000,32008000,21069000,21162000,Real,63085000,0.33545216771,1.2880557977,0.50737893319,0.2495649451,7.1,4.8,-,0,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Neoenergia S/A,55415656,Iberdrola Energia S.A.,5361132,Previ Cx Prev Funcs Bco Brasil,1445607,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGconcessoes,ON,3601314000138,BR,ativo,1943,Atividades auxiliares ao transporte rodoviário,Transporte Serviç,Ação,Bovespa,ANDG3B,BRANDGACNOR9,12,6517333000,2061799000,1153258000,601002000,350730000,Real,55525379,3.1582856819,18.566276796,10.384963444,0.778849343,-,-,Andrade Gutierrez Participacoes S/A,40634482,IFC International Finance Corporation,8246717,AG Invest FIP,4806294,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Andrade Gutierrez Participacoes S/A,42464341,IFC International Finance Corporation,8246717,AG Invest FIP,4806293,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGconcessoes,PN,3601314000138,BR,ativo,1943,Atividades auxiliares ao transporte rodoviário,Transporte Serviç,Ação,Bovespa,ANDG4B,BRANDGACNPR6,12,6517333000,2061799000,1153258000,601002000,350730000,Real,55525373,3.1582856819,18.566276796,10.384963444,0.856734278,-,-,Andrade Gutierrez Participacoes S/A,40634482,IFC International Finance Corporation,8246717,AG Invest FIP,4806294,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Andrade Gutierrez Participacoes S/A,42464341,IFC International Finance Corporation,8246717,AG Invest FIP,4806293,-,-,-,-,-,-,-,-,-,-,-,-,-,-
AGF Brasil,ON,61573796000166,BR,cancelado,1234,Seguradora,Finanças e Seguros,Ação,Bovespa,BSGR3,-,-,-,-,-,-,-,Real,518000000,-,-,-,0,-,-,-,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,AGF do Brasil Ltda,357299000,Tres-B Empreendimentos e Part. Ltda,141580000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Agra Incorp,ON,7698047000110,BR,cancelado,2066,Construção de edifícios residenciais,Construção,Ação,Bovespa,AGIN3,-,-,-,-,-,-,-,Real,239297000,-,-,-,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,Caripo Participacoes Ltda.,27685000,BRF Investimentos e Participacoes Ltda.,27685000,JP Morgan (Fundo),19618000,Luiz Roberto Horst Silveira Pinto,16337000,Grantia Participacoes Ltda,14154000,Ricardo Setton,9335000,Didier Maurice Klotz,2912000,Fernando Bruno de Albuquerque,896000,Asterio Vaz Safatle,556000,Acoes em Tesouraria,1000
Agrale,PN,88610324000192,BR,cancelado,18,"Industria de máquinas agrícolas, de construção e mineração",Máquinas Indust,Ação,Bovespa,AGRA4,-,-,-,-,-,-,-,Real,262916000,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Agre Emp Imo,ON,11040082000114,BR,cancelado,2191,Construção de edifícios residenciais,Construção,Ação,Bovespa,AGEI3,-,-,-,-,-,-,-,Real,300000000,-,-,-,0,-,-,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,Veremonte Participacoes S/A,24437349,BRF Investimentos e Participacoes Ltda.,5603162,Luiz Roberto Horst Silveira Pinto,3362818,Ricardo Setton,1921607,Fernando Bruno de Albuquerque,184376,Asterio Vaz Safatle,114533,Acoes em Tesouraria,1259,Bento de Camargo Barros Neto,52,Mailson Ferreira da Nobrega,1,-,-
Agrenco,ON,8943312000140,OT,ativo,8008,Atividades auxiliares à agricultura,Agro e Pesca,Ação,Bovespa,AGEN11,BRAGENBDR001,12,726249000,-996226000,10805000,107000,-584388000,Real,188217986,-3.2747004845,-5.2929373073,0.060547339669,0,0.0,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Agrenco Holding B.V.,36934173,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Agroceres,PN,56783681000166,BR,cancelado,1057,Indústria de fertilizantes e pesticidas,Química,Ação,Bovespa,SAGR4,-,-,-,-,-,-,-,Real,1561320000,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Albarus,ON,92758085000190,BR,cancelado,24,Indústria de autopeças,Veiculos e peças,Ação,Bovespa,ALBA3,-,-,-,-,-,-,-,Real,242000000,-,-,-,0,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Dana Equipamentos Ltda,203737000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alcoa,Com,-,US,ativo,4281,Produção e processamento de alumínio,Siderur & Metalur,"ADR,etc (emp estrang)",Bovespa,AALC11B,BRAALCBDR002,-,-,-,-,-,-,Dollar US,-,-,-,-,0.26697396955,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Consorc,ON,17193806000146,BR,ativo,470,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,BRGE3,BRBRGEACNOR6,12,5286483000,755893000,15429000,-66649000,56638000,Real,40394932,0.7690533309,10.263816332,0.20950110955,0.0305,0.6,0.5,Luiz Alves Paes de Barros,14811736,Administradora Fortaleza Ltda,5750952,Mario Slerca Junior,4573187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,34182805,Luiz Alves Paes de Barros,2037547,Mario Slerca Junior,1800960,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Consorc,PNA,17193806000146,BR,ativo,470,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,BRGE5,BRBRGEACNPA9,12,5286483000,755893000,15429000,-66649000,56638000,Real,165002,0.7690533309,10.263816332,0.20950110955,0.19603,3.6,-,Luiz Alves Paes de Barros,14811736,Administradora Fortaleza Ltda,5750952,Mario Slerca Junior,4573187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,34182805,Luiz Alves Paes de Barros,2037547,Mario Slerca Junior,1800960,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Consorc,PNB,17193806000146,BR,ativo,470,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,BRGE6,BRBRGEACNPB7,12,5286483000,755893000,15429000,-66649000,56638000,Real,2330032,0.7690533309,10.263816332,0.20950110955,0.47048,7.5,7.0,Luiz Alves Paes de Barros,14811736,Administradora Fortaleza Ltda,5750952,Mario Slerca Junior,4573187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,34182805,Luiz Alves Paes de Barros,2037547,Mario Slerca Junior,1800960,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Consorc,PNC,17193806000146,BR,ativo,470,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,BRGE7,BRBRGEACNPC5,12,5286483000,755893000,15429000,-66649000,56638000,Real,220003,0.7690533309,10.263816332,0.20950110955,0.27444,-,4.5,Luiz Alves Paes de Barros,14811736,Administradora Fortaleza Ltda,5750952,Mario Slerca Junior,4573187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,34182805,Luiz Alves Paes de Barros,2037547,Mario Slerca Junior,1800960,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Consorc,PND,17193806000146,BR,ativo,470,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,BRGE8,BRBRGEACNPD3,12,5286483000,755893000,15429000,-66649000,56638000,Real,2060028,0.7690533309,10.263816332,0.20950110955,0.19603,6.4,3.5,Luiz Alves Paes de Barros,14811736,Administradora Fortaleza Ltda,5750952,Mario Slerca Junior,4573187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,34182805,Luiz Alves Paes de Barros,2037547,Mario Slerca Junior,1800960,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Consorc,PNE,17193806000146,BR,ativo,470,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,BRGE11,BRBRGEACNPE1,12,5286483000,755893000,15429000,-66649000,56638000,Real,6759093,0.7690533309,10.263816332,0.20950110955,0.23523,5.1,3.8,Luiz Alves Paes de Barros,14811736,Administradora Fortaleza Ltda,5750952,Mario Slerca Junior,4573187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,34182805,Luiz Alves Paes de Barros,2037547,Mario Slerca Junior,1800960,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Consorc,PNF,17193806000146,BR,ativo,470,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,BRGE12,BRBRGEACNPF8,12,5286483000,755893000,15429000,-66649000,56638000,Real,21717298,0.7690533309,10.263816332,0.20950110955,0.03355,0.9,0.7,Luiz Alves Paes de Barros,14811736,Administradora Fortaleza Ltda,5750952,Mario Slerca Junior,4573187,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,34182805,Luiz Alves Paes de Barros,2037547,Mario Slerca Junior,1800960,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Financ,ON,17167412000113,BR,ativo,389,Bancos,Finanças e Seguros,Ação,Bovespa,CRIV3,BRCRIVACNOR4,12,3976783000,635362000,-,-,76923000,Real,59439000,0.72729421553,6.007242403,-,0.12089,3.3,2.8,Mcap Poland Fundo de Investimento em Acoes,11667000,Corumbal Participacoes e Administr. Ltda,8712398,Mario Slerca Junior,3174100,Luiz Alves Paes de Barros,3142923,Alfa Holdings S.A.,11277,Consorcio Alfa de Administracao S.A,10873,Administradora Fortaleza Ltda,825,Aloysio de Andrade Faria,500,-,0,-,-,Alfa Holdings S.A.,17380600,Consorcio Alfa de Administracao S.A,17359400,Corumbal Participacoes e Administr. Ltda,14873827,Metro Tecnologia Informatica Ltda.,1851701,Mcap Poland Fundo de Investimento em Acoes,1039300,Mario Slerca Junior,930100,Administradora Fortaleza Ltda,975,Aloysio de Andrade Faria,575,-,0,-,-
Alfa Financ,PN,17167412000113,BR,ativo,389,Bancos,Finanças e Seguros,Ação,Bovespa,CRIV4,BRCRIVACNPR1,12,3976783000,635362000,-,-,76923000,Real,46327000,0.72729421553,6.007242403,-,0.23003,6.6,6.0,Mcap Poland Fundo de Investimento em Acoes,11667000,Corumbal Participacoes e Administr. Ltda,8712398,Mario Slerca Junior,3174100,Luiz Alves Paes de Barros,3142923,Alfa Holdings S.A.,11277,Consorcio Alfa de Administracao S.A,10873,Administradora Fortaleza Ltda,825,Aloysio de Andrade Faria,500,-,0,-,-,Alfa Holdings S.A.,17380600,Consorcio Alfa de Administracao S.A,17359400,Corumbal Participacoes e Administr. Ltda,14873827,Metro Tecnologia Informatica Ltda.,1851701,Mcap Poland Fundo de Investimento em Acoes,1039300,Mario Slerca Junior,930100,Administradora Fortaleza Ltda,975,Aloysio de Andrade Faria,575,-,0,-,-
Alfa Holding,ON,17167396000169,BR,ativo,995,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,RPAD3,BRRPADACNOR1,12,3225612000,652428000,11190000,3646000,47835000,Real,46011632,0.56487621984,7.7044227523,0.13214100345,0.00174,0.0,0.0,Luiz Alves Paes de Barros,10957182,Mario Slerca Junior,8984356,Administradora Fortaleza Ltda,6296739,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,40903765,Mario Slerca Junior,966736,Luiz Alves Paes de Barros,868852,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Holding,PNA,17167396000169,BR,ativo,995,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,RPAD5,BRRPADACNPA4,12,3225612000,652428000,11190000,3646000,47835000,Real,14313866,0.56487621984,7.7044227523,0.13214100345,0.34908,5.8,6.2,Luiz Alves Paes de Barros,10957182,Mario Slerca Junior,8984356,Administradora Fortaleza Ltda,6296739,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,40903765,Mario Slerca Junior,966736,Luiz Alves Paes de Barros,868852,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Holding,PNB,17167396000169,BR,ativo,995,Administração de empresas e empreendimentos,Outros,Ação,Bovespa,RPAD6,BRRPADACNPB2,12,3225612000,652428000,11190000,3646000,47835000,Real,24356771,0.56487621984,7.7044227523,0.13214100345,0.00193,0.1,0.0,Luiz Alves Paes de Barros,10957182,Mario Slerca Junior,8984356,Administradora Fortaleza Ltda,6296739,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Administradora Fortaleza Ltda,40903765,Mario Slerca Junior,966736,Luiz Alves Paes de Barros,868852,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Alfa Invest,ON,60770336000165,BR,ativo,138,Bancos,Finanças e Seguros,Ação,Bovespa,BRIV3,BRBRIVACNOR6,12,10851756000,1096045000,-,-,64214000,Real,53949000,0.7117175031,12.148042649,-,0.09643,1.7,1.2,Corumbal Participacoes e Administr. Ltda,12441636,Luiz Alves Paes de Barros,4994489,Mario Slerca Junior,3092610,Mcap Poland Fundo de Investimento em Acoes,2786244,Metro Tecnologia Informatica Ltda.,457672,Alfa Holdings S.A.,672,Consorcio Alfa de Administracao S.A,126,-,0,-,-,-,-,Alfa Holdings S.A.,15743294,Consorcio Alfa de Administracao S.A,15708794,Corumbal Participacoes e Administr. Ltda,7217095,Metro Tecnologia Informatica Ltda.,4720195,Mario Slerca Junior,3083222,Mcap Poland Fundo de Investimento em Acoes,1737062,Administradora Fortaleza Ltda,8718,-,0,-,-,-,-
Alfa Invest,PN,60770336000165,BR,ativo,138,Bancos,Finanças e Seguros,Ação,Bovespa,BRIV4,BRBRIVACNPR3,12,10851756000,1096045000,-,-,64214000,Real,36275000,0.7117175031,12.148042649,-,0.3607,6.5,5.4,Corumbal Participacoes e Administr. Ltda,12441636,Luiz Alves Paes de Barros,4994489,Mario Slerca Junior,3092610,Mcap Poland Fundo de Investimento em Acoes,2786244,Metro Tecnologia Informatica Ltda.,457672,Alfa Holdings S.A.,672,Consorcio Alfa de Administracao S.A,126,-,0,-,-,-,-,Alfa Holdings S.A.,15743294,Consorcio Alfa de Administracao S.A,15708794,Corumbal Participacoes e Administr. Ltda,7217095,Metro Tecnologia Informatica Ltda.,4720195,Mario Slerca Junior,3083222,Mcap Poland Fundo de Investimento em Acoes,1737062,Administradora Fortaleza Ltda,8718,-,0,-,-,-,-
Aliansce,ON,6082980000103,BR,ativo,2130,Locadora de imóveis,Outros,Ação,Bovespa,ALSC3,BRALSCACNOR0,12,2394961000,1286280000,253545000,181530000,101417000,Real,139467000,0.72717560426,9.2228269053,1.8179569361,0.0929187934,0.7,0.7,-,0,-,0,-,0,-,0,-,0,-,0,-,0,-,-,-,-,-,-,Ggp Brazil I Llc,43842428,Rique Empreendimentos e Particip Ltda,17174913,Pershing Square International Ltd Pershing Square,12397722,Government Of Singapore Investment Corporation Pte Ltd,7389926,Pershing Square LP Pershing Square,6985072,Renato Feitosa Rique,600801,Pershing Square II LP Pershing Square,150406,-,-,-,-,-,-
Aliperti,ON,61156931000178,BR,ativo,1282,Indústria de molas e produtos de arame,Siderur & Metalur,Ação,Bovespa,APTI3,BRAPTIACNOR6,12,408117000,322638000,72227000,31373000,8511000,Real,62500,46.723943894,1771.2278005,396.51395789,15.454318323,-,-,Ciro Monico Alexandre Aliperti,36392,S/C Joal Empreend. e Participações,12425,Acoes em Tesouraria,3800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ciro Monico Alexandre Aliperti,25832,S/C Joal Empreend. e Participações,23309,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Aliperti,PN,61156931000178,BR,ativo,1282,Indústria de molas e produtos de arame,Siderur & Metalur,Ação,Bovespa,APTI4,BRAPTIACNPR3,12,408117000,322638000,72227000,31373000,8511000,Real,119655,46.723943894,1771.2278005,396.51395789,16.999750155,-,-,Ciro Monico Alexandre Aliperti,36392,S/C Joal Empreend. e Participações,12425,Acoes em Tesouraria,3800,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Ciro Monico Alexandre Aliperti,25832,S/C Joal Empreend. e Participações,23309,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
